1000.0	0.3	31.416	127.45	127.85	222.73	0.443	0.421	0.457	37.6	59.5	83.55	52.8	0.435
1000.0	0.599	62.727	133.24	133.72	222.43	0.784	0.769	0.76	74.2	99.1	84.54	63.3	0.474
1000.0	0.9	94.248	138.21	138.58	222.05	1.13	1.116	1.067	115.1	142.6	81.88	66.09	0.5
1000.0	1.2	125.664	142.79	143.01	221.84	1.471	1.451	1.396	158.8	189.5	79.13	66.31	0.519
1000.0	1.5	157.08	146.91	146.99	221.34	1.803	1.78	1.734	205.9	239.7	76.29	65.53	0.538
1001.0	1.8	188.684	150.88	150.94	221.21	2.131	2.107	2.095	255.8	293.5	73.76	64.29	0.554
1000.0	2.1	219.911	154.57	154.72	220.75	2.46	2.439	2.479	310.0	351.4	70.94	62.58	0.571
1000.0	2.4	251.327	164.03	163.86	220.59	3.027	2.995	3.07	389.0	443.6	64.61	56.66	0.602
1000.0	2.7	282.743	168.29	168.41	219.42	3.419	3.39	3.594	465.5	521.8	60.74	54.19	0.623
