1000.0,2028.642857142857,3057.285714285714,4085.9285714285716,5114.571428571428,6143.214285714285,7171.857142857143,8200.5,9229.142857142857,10257.785714285714,11286.42857142857,12315.071428571428,13343.714285714286,14372.357142857143,15401.0
1000.0106564884846,2028.7595039732596,3057.508351458034,4086.257198942809,5115.006046427584,6143.754893912359,7172.503741397133,8201.25258888191,9230.001436366683,10258.750283851457,11287.499131336233,12316.247978821008,13344.996826305782,14373.745673790558,15402.494521275332
999.9956037509991,2028.7831549875054,3057.570706224012,4086.358257460519,5115.145808697025,6143.933359933531,7172.720911170039,8201.508462406544,9230.29601364305,10259.083564879556,11287.871116116063,12316.658667352569,13345.446218589077,14374.233769825583,15403.021321062088
999.989209857908,2028.7628194885374,3057.5364291191668,4086.310038749796,5115.083648380425,6143.857258011054,7172.630867641685,8201.404477272314,9230.178086902943,10258.951696533572,11287.7253061642,12316.498915794831,13345.27252542546,14374.046135056089,15402.81974468672
1000.021539710767,2028.7435109796866,3057.4654822486063,4086.1874535175257,5114.909424786445,6143.631396055364,7172.353367324285,8201.075338593204,9229.797309862124,10258.519281131044,11287.241252399963,12315.963223668883,13344.685194937803,14373.407166206722,15402.129137475642
1000.0236853284935,2028.6783395732643,3057.332993818035,4085.9876480628063,5114.642302307577,6143.296956552347,7171.9516107971185,8200.60626504189,9229.26091928666,10257.91557353143,11286.570227776201,12315.224882020973,13343.879536265744,14372.534190510514,15401.188844755286
999.885890846372,2028.4824852039233,3057.0790795614744,4085.6756739190255,5114.272268276576,6142.868862634127,7171.465456991678,8200.06205134923,9228.65864570678,10257.25524006433,11285.851834421883,12314.448428779435,13343.045023136985,14371.641617494535,15400.238211852087
1000.0000000000002,2028.5358704588216,3057.071740917643,4085.607611376464,5114.1434818352855,6142.679352294107,7171.215222752928,8199.75109321175,9228.286963670571,10256.822834129393,11285.358704588214,12313.894575047036,13342.430445505855,14370.966315964677,15399.5021864235
1000.6882267083397,2029.1437365874103,3057.599246466481,4086.0547563455516,5114.510266224623,6142.965776103692,7171.421285982764,8199.876795861834,9228.332305740905,10256.787815619975,11285.243325499046,12313.698835378118,13342.154345257188,14370.609855136257,15399.065365015329
1000.9612916348224,2029.387854152432,3057.8144166700417,4086.2409791876516,5114.667541705261,6143.094104222871,7171.520666740481,8199.94722925809,9228.373791775699,10256.800354293311,11285.22691681092,12313.653479328528,13342.08004184614,14370.506604363749,15398.933166881356
1000.3247363656085,2028.809406615883,3057.2940768661574,4085.778747116432,5114.263417366707,6142.748087616981,7171.232757867256,8199.71742811753,9228.202098367805,10256.68676861808,11285.171438868354,12313.656109118629,13342.140779368903,14370.625449619178,15399.110119869452
999.8492936247759,2028.4029692106838,3056.9566447965917,4085.5103203824997,5114.063995968408,6142.617671554316,7171.171347140224,8199.725022726132,9228.27869831204,10256.832373897949,11285.386049483857,12313.939725069764,13342.493400655672,14371.04707624158,15399.60075182749
999.9397174499104,2028.5447083894414,3057.1496993289725,4085.7546902685035,5114.359681208034,6142.964672147566,7171.569663087097,8200.174654026627,9228.779644966158,10257.38463590569,11285.989626845221,12314.59461778475,13343.199608724282,14371.804599663814,15400.409590603344
1000.150706375224,2028.821453351629,3057.4922003280344,4086.1629473044395,5114.833694280845,6143.50444125725,7172.175188233655,8200.84593521006,9229.516682186464,10258.187429162868,11286.858176139274,12315.52892311568,13344.199670092084,14372.870417068489,15401.541164044895
1000.0,2028.7857142857142,3057.5714285714284,4086.3571428571427,5115.142857142857,6143.928571428571,7172.714285714285,8201.5,9230.285714285714,10259.071428571428,11287.857142857141,12316.642857142857,13345.42857142857,14374.214285714284,15403.0
